TypeOfRoad,Unit,Country,Year,RoadTrafficDeaths
RD_URB,RT,EL,2009,5.8
RD_URB,RT,ES,2009,1.2
RD_URB,RT,FI,2009,1.4
RD_URB,RT,FR,2009,1.9
RD_URB,RT,HR,2009,7.3
RD_URB,RT,HU,2009,3.0
RD_URB,RT,IE,2009,1.2
RD_URB,RT,IS,2009,1.6
RD_URB,RT,IT,2009,3.2
RD_URB,RT,LU,2009,2.0
RD_URB,RT,LV,2009,3.2
RD_URB,RT,MT,2009,3.6
RD_URB,RT,NL,2009,1.4
RD_URB,RT,NO,2009,1.1
RD_URB,RT,PL,2009,5.7
RD_URB,RT,PT,2009,3.6
RD_URB,RT,RO,2009,8.6
RD_URB,RT,SE,2009,1.0
RD_URB,RT,SI,2009,3.1
RD_URB,RT,SK,2009,3.3
RD_URB,RT,UK,2009,1.6
TOTAL,NR,AT,2009,633.0
TOTAL,NR,BE,2009,944.0
TOTAL,NR,BG,2009,901.0
TOTAL,NR,CH,2009,349.0
TOTAL,NR,CY,2009,71.0
TOTAL,NR,CZ,2009,901.0
TOTAL,NR,DE,2009,4152.0
TOTAL,NR,DK,2009,303.0
TOTAL,NR,EE,2009,98.0
TOTAL,NR,EL,2009,1456.0
TOTAL,NR,ES,2009,2687.0
TOTAL,NR,EU27_2020,2009,32978.0
TOTAL,NR,EU28,2009,35315.0
TOTAL,NR,FI,2009,279.0
TOTAL,NR,FR,2009,4273.0
TOTAL,NR,HR,2009,548.0
TOTAL,NR,HU,2009,822.0
TOTAL,NR,IE,2009,238.0
TOTAL,NR,IS,2009,17.0
TOTAL,NR,IT,2009,4237.0
TOTAL,NR,LI,2009,1.0
TOTAL,NR,LT,2009,370.0
TOTAL,NR,LU,2009,48.0
TOTAL,NR,LV,2009,254.0
TOTAL,NR,MT,2009,15.0
TOTAL,NR,NL,2009,644.0
TOTAL,NR,NO,2009,212.0
TOTAL,NR,PL,2009,4572.0
TOTAL,NR,PT,2009,823.0
TOTAL,NR,RO,2009,2796.0
TOTAL,NR,SE,2009,358.0
TOTAL,NR,SI,2009,171.0
TOTAL,NR,SK,2009,384.0
TOTAL,NR,UK,2009,2337.0
TOTAL,RT,AT,2009,7.6
TOTAL,RT,BE,2009,8.7
TOTAL,RT,BG,2009,12.1
TOTAL,RT,CH,2009,4.5
TOTAL,RT,CY,2009,8.8
TOTAL,RT,CZ,2009,8.6
TOTAL,RT,DE,2009,5.1
TOTAL,RT,DK,2009,5.5
TOTAL,RT,EE,2009,7.3
TOTAL,RT,EL,2009,13.1
TOTAL,RT,ES,2009,5.8
TOTAL,RT,EU27_2020,2009,7.5
TOTAL,RT,EU28,2009,7.0
TOTAL,RT,FI,2009,5.2
TOTAL,RT,FR,2009,6.6
TOTAL,RT,HR,2009,12.7
TOTAL,RT,HU,2009,8.2
TOTAL,RT,IE,2009,5.2
TOTAL,RT,IS,2009,5.3
TOTAL,RT,IT,2009,7.2
TOTAL,RT,LI,2009,2.8
TOTAL,RT,LT,2009,11.7
TOTAL,RT,LU,2009,9.6
TOTAL,RT,LV,2009,11.9
TOTAL,RT,MT,2009,3.6
TOTAL,RT,NL,2009,3.9
TOTAL,RT,NO,2009,4.4
TOTAL,RT,PL,2009,12.0
TOTAL,RT,PT,2009,7.8
TOTAL,RT,RO,2009,13.7
TOTAL,RT,SE,2009,3.9
TOTAL,RT,SI,2009,8.4
TOTAL,RT,SK,2009,7.1
TOTAL,RT,UK,2009,3.8
UNK,NR,LI,2009,1.0
UNK,NR,LT,2009,370.0
UNK,NR,LU,2009,2.0
UNK,NR,NL,2009,2.0
UNK,NR,NO,2009,2.0
UNK,NR,SE,2009,7.0
UNK,RT,LI,2009,2.8
UNK,RT,LT,2009,11.7
UNK,RT,LU,2009,0.4
UNK,RT,NL,2009,0.0
UNK,RT,NO,2009,0.0
UNK,RT,SE,2009,0.1
MWAY,NR,AT,2010,59.0
MWAY,NR,BE,2010,109.0
MWAY,NR,BG,2010,37.0
MWAY,NR,CH,2010,23.0
MWAY,NR,CY,2010,8.0
MWAY,NR,CZ,2010,28.0
MWAY,NR,DE,2010,430.0
MWAY,NR,DK,2010,26.0
MWAY,NR,EL,2010,87.0
MWAY,NR,ES,2010,405.0
MWAY,NR,FI,2010,4.0
MWAY,NR,FR,2010,238.0
MWAY,NR,HR,2010,33.0
MWAY,NR,HU,2010,44.0
MWAY,NR,IE,2010,8.0
MWAY,NR,IT,2010,376.0
MWAY,NR,LU,2010,29.0
MWAY,NR,NL,2010,63.0
MWAY,NR,PL,2010,28.0
MWAY,NR,PT,2010,111.0
MWAY,NR,RO,2010,18.0
MWAY,NR,SE,2010,23.0
MWAY,NR,SI,2010,19.0
MWAY,NR,SK,2010,14.0
MWAY,NR,UK,2010,112.0
MWAY,RT,AT,2010,0.7
MWAY,RT,BE,2010,1.0
MWAY,RT,BG,2010,0.5
MWAY,RT,CH,2010,0.3
MWAY,RT,CY,2010,1.0
MWAY,RT,CZ,2010,0.3
MWAY,RT,DE,2010,0.5
MWAY,RT,DK,2010,0.5
MWAY,RT,EL,2010,0.8
MWAY,RT,ES,2010,0.9
MWAY,RT,FI,2010,0.1
MWAY,RT,FR,2010,0.4
MWAY,RT,HR,2010,0.8
MWAY,RT,HU,2010,0.4
MWAY,RT,IE,2010,0.2
MWAY,RT,IT,2010,0.6
MWAY,RT,LU,2010,5.7
MWAY,RT,NL,2010,0.4
MWAY,RT,PL,2010,0.1
MWAY,RT,PT,2010,1.0
MWAY,RT,RO,2010,0.1
MWAY,RT,SE,2010,0.2
MWAY,RT,SI,2010,0.9
MWAY,RT,SK,2010,0.3
MWAY,RT,UK,2010,0.2
RD_RUR,NR,AT,2010,352.0
RD_RUR,NR,BE,2010,464.0
RD_RUR,NR,BG,2010,427.0
RD_RUR,NR,CH,2010,190.0
RD_RUR,NR,CY,2010,10.0
RD_RUR,NR,CZ,2010,483.0
RD_RUR,NR,DE,2010,2207.0
RD_RUR,NR,DK,2010,151.0
RD_RUR,NR,EE,2010,65.0
RD_RUR,NR,EL,2010,578.0
RD_RUR,NR,ES,2010,1500.0
RD_RUR,NR,FI,2010,205.0
RD_RUR,NR,FR,2010,2621.0
RD_RUR,NR,HR,2010,128.0
RD_RUR,NR,HU,2010,424.0
RD_RUR,NR,IE,2010,159.0
RD_RUR,NR,IS,2010,4.0
RD_RUR,NR,IT,2010,1956.0
RD_RUR,NR,LV,2010,140.0
RD_RUR,NR,NL,2010,254.0
RD_RUR,NR,NO,2010,166.0
RD_RUR,NR,PL,2010,2067.0
RD_RUR,NR,PT,2010,342.0
RD_RUR,NR,RO,2010,866.0
RD_RUR,NR,SE,2010,170.0
RD_RUR,NR,SI,2010,59.0
RD_RUR,NR,SK,2010,200.0
RD_RUR,NR,UK,2010,1196.0
RD_RUR,RT,AT,2010,4.2
RD_RUR,RT,BE,2010,4.3
RD_RUR,RT,BG,2010,5.8
RD_RUR,RT,CH,2010,2.4
RD_RUR,RT,CY,2010,1.2
RD_RUR,RT,CZ,2010,4.6
RD_RUR,RT,DE,2010,2.7
RD_RUR,RT,DK,2010,2.7
RD_RUR,RT,EE,2010,4.9
RD_RUR,RT,EL,2010,5.2
RD_RUR,RT,ES,2010,3.2
RD_RUR,RT,FI,2010,3.8
RD_RUR,RT,FR,2010,4.0
RD_RUR,RT,HR,2010,3.0
RD_RUR,RT,HU,2010,4.2
RD_RUR,RT,IE,2010,3.5
RD_RUR,RT,IS,2010,1.3
RD_RUR,RT,IT,2010,3.3
RD_RUR,RT,LV,2010,6.7
RD_RUR,RT,NL,2010,1.5
RD_RUR,RT,NO,2010,3.4
RD_RUR,RT,PL,2010,5.4
RD_RUR,RT,PT,2010,3.2
RD_RUR,RT,RO,2010,4.3
RD_RUR,RT,SE,2010,1.8
RD_RUR,RT,SI,2010,2.9
RD_RUR,RT,SK,2010,3.7
RD_RUR,RT,UK,2010,1.9
RD_URB,NR,AT,2010,141.0
RD_URB,NR,BE,2010,249.0
RD_URB,NR,BG,2010,312.0
RD_URB,NR,CH,2010,114.0
RD_URB,NR,CY,2010,42.0
RD_URB,NR,CZ,2010,291.0
RD_URB,NR,DE,2010,1011.0
RD_URB,NR,DK,2010,78.0
RD_URB,NR,EE,2010,14.0
RD_URB,NR,EL,2010,593.0
RD_URB,NR,ES,2010,539.0
RD_URB,NR,FI,2010,63.0
RD_URB,NR,FR,2010,1133.0
RD_URB,NR,HR,2010,265.0
RD_URB,NR,HU,2010,272.0
RD_URB,NR,IE,2010,45.0
RD_URB,NR,IS,2010,4.0
RD_URB,NR,IT,2010,1782.0
RD_URB,NR,LU,2010,3.0
RD_URB,NR,LV,2010,78.0
RD_URB,NR,MT,2010,13.0
RD_URB,NR,NL,2010,199.0
RD_URB,NR,NO,2010,34.0
RD_URB,NR,PL,2010,1813.0
RD_URB,NR,PT,2010,484.0
RD_URB,NR,RO,2010,1493.0
RD_URB,NR,SE,2010,67.0
RD_URB,NR,SI,2010,60.0
RD_URB,NR,SK,2010,157.0
RD_URB,NR,UK,2010,597.0
RD_URB,RT,AT,2010,1.7
RD_URB,RT,BE,2010,2.3
RD_URB,RT,BG,2010,4.2
RD_URB,RT,CH,2010,1.5
RD_URB,RT,CY,2010,5.1
RD_URB,RT,CZ,2010,2.8
RD_URB,RT,DE,2010,1.2
RD_URB,RT,DK,2010,1.4
RD_URB,RT,EE,2010,1.1
RD_URB,RT,EL,2010,5.3
RD_URB,RT,ES,2010,1.2
RD_URB,RT,FI,2010,1.2
RD_URB,RT,FR,2010,1.7
RD_URB,RT,HR,2010,6.2
RD_URB,RT,HU,2010,2.7
RD_URB,RT,IE,2010,1.0
RD_URB,RT,IS,2010,1.3
RD_URB,RT,IT,2010,3.0
RD_URB,RT,LU,2010,0.6
RD_URB,RT,LV,2010,3.7
RD_URB,RT,MT,2010,3.1
RD_URB,RT,NL,2010,1.2
RD_URB,RT,NO,2010,0.7
RD_URB,RT,PL,2010,4.8
RD_URB,RT,PT,2010,4.6
RD_URB,RT,RO,2010,7.4
RD_URB,RT,SE,2010,0.7
RD_URB,RT,SI,2010,2.9
RD_URB,RT,SK,2010,2.9
RD_URB,RT,UK,2010,1.0
TOTAL,NR,AT,2010,552.0
TOTAL,NR,BE,2010,850.0
TOTAL,NR,BG,2010,776.0
TOTAL,NR,CH,2010,327.0
TOTAL,NR,CY,2010,60.0
TOTAL,NR,CZ,2010,802.0
TOTAL,NR,DE,2010,3648.0
TOTAL,NR,DK,2010,255.0
TOTAL,NR,EE,2010,79.0
TOTAL,NR,EL,2010,1258.0
TOTAL,NR,ES,2010,2444.0
TOTAL,NR,EU27_2020,2010,29576.0
TOTAL,NR,EU28,2010,31481.0
TOTAL,NR,FI,2010,272.0
TOTAL,NR,FR,2010,3992.0
TOTAL,NR,HR,2010,426.0
TOTAL,NR,HU,2010,740.0
TOTAL,NR,IE,2010,212.0
TOTAL,NR,IS,2010,8.0
TOTAL,NR,IT,2010,4114.0
TOTAL,NR,LI,2010,0.0
TOTAL,NR,LT,2010,299.0
TOTAL,NR,LU,2010,32.0
TOTAL,NR,LV,2010,218.0
TOTAL,NR,MT,2010,13.0
TOTAL,NR,NL,2010,537.0
TOTAL,NR,NO,2010,208.0
TOTAL,NR,PL,2010,3908.0
TOTAL,NR,PT,2010,937.0
TOTAL,NR,RO,2010,2377.0
TOTAL,NR,SE,2010,266.0
TOTAL,NR,SI,2010,138.0
TOTAL,NR,SK,2010,371.0
TOTAL,NR,UK,2010,1905.0
TOTAL,RT,AT,2010,6.6
TOTAL,RT,BE,2010,7.8
TOTAL,RT,BG,2010,10.5
TOTAL,RT,CH,2010,4.2
TOTAL,RT,CY,2010,7.2
TOTAL,RT,CZ,2010,7.7
TOTAL,RT,DE,2010,4.5
TOTAL,RT,DK,2010,4.6
TOTAL,RT,EE,2010,5.9
TOTAL,RT,EL,2010,11.3
TOTAL,RT,ES,2010,5.2
TOTAL,RT,EU27_2020,2010,6.7
TOTAL,RT,EU28,2010,6.2
TOTAL,RT,FI,2010,5.1
TOTAL,RT,FR,2010,6.2
TOTAL,RT,HR,2010,9.9
TOTAL,RT,HU,2010,7.4
TOTAL,RT,IE,2010,4.6
TOTAL,RT,IS,2010,2.5
TOTAL,RT,IT,2010,6.9
TOTAL,RT,LI,2010,0.0
TOTAL,RT,LT,2010,9.7
TOTAL,RT,LU,2010,6.3
TOTAL,RT,LV,2010,10.4
TOTAL,RT,MT,2010,3.1
TOTAL,RT,NL,2010,3.2
TOTAL,RT,NO,2010,4.3
TOTAL,RT,PL,2010,10.3
TOTAL,RT,PT,2010,8.9
TOTAL,RT,RO,2010,11.7
TOTAL,RT,SE,2010,2.8
TOTAL,RT,SI,2010,6.7
TOTAL,RT,SK,2010,6.9
TOTAL,RT,UK,2010,3.0
UNK,NR,BE,2010,28.0
UNK,NR,LI,2010,0.0
UNK,NR,LT,2010,299.0
UNK,NR,LU,2010,0.0
UNK,NR,NL,2010,21.0
UNK,NR,NO,2010,8.0
UNK,NR,SE,2010,6.0
UNK,RT,BE,2010,0.3
UNK,RT,LI,2010,0.0
UNK,RT,LT,2010,9.7
UNK,RT,LU,2010,0.0
UNK,RT,NL,2010,0.1
UNK,RT,NO,2010,0.2
UNK,RT,SE,2010,0.1
MWAY,NR,AT,2011,46.0
MWAY,NR,BE,2011,130.0
MWAY,NR,BG,2011,36.0
MWAY,NR,CH,2011,22.0
MWAY,NR,CY,2011,7.0
MWAY,NR,CZ,2011,21.0
MWAY,NR,DE,2011,453.0
MWAY,NR,DK,2011,12.0
MWAY,NR,EL,2011,81.0
MWAY,NR,ES,2011,335.0
MWAY,NR,FI,2011,11.0
MWAY,NR,FR,2011,268.0
MWAY,NR,HR,2011,23.0
MWAY,NR,HU,2011,49.0
MWAY,NR,IE,2011,9.0
MWAY,NR,IT,2011,338.0
MWAY,NR,LU,2011,4.0
MWAY,NR,NL,2011,43.0
MWAY,NR,PL,2011,37.0
MWAY,NR,PT,2011,84.0
MWAY,NR,RO,2011,16.0
MWAY,NR,SE,2011,18.0
MWAY,NR,SI,2011,20.0
MWAY,NR,UK,2011,99.0
MWAY,RT,AT,2011,0.5
MWAY,RT,BE,2011,1.2
MWAY,RT,BG,2011,0.5
MWAY,RT,CH,2011,0.3
MWAY,RT,CY,2011,0.8
MWAY,RT,CZ,2011,0.2
MWAY,RT,DE,2011,0.6
MWAY,RT,DK,2011,0.2
MWAY,RT,EL,2011,0.7
MWAY,RT,ES,2011,0.7
MWAY,RT,FI,2011,0.2
MWAY,RT,FR,2011,0.4
MWAY,RT,HR,2011,0.5
MWAY,RT,HU,2011,0.5
MWAY,RT,IE,2011,0.2
MWAY,RT,IT,2011,0.6
MWAY,RT,LU,2011,0.8
MWAY,RT,NL,2011,0.3
MWAY,RT,PL,2011,0.1
MWAY,RT,PT,2011,0.8
MWAY,RT,RO,2011,0.1
MWAY,RT,SE,2011,0.2
MWAY,RT,SI,2011,1.0
MWAY,RT,UK,2011,0.2
RD_RUR,NR,AT,2011,338.0
RD_RUR,NR,BE,2011,459.0
RD_RUR,NR,BG,2011,385.0
RD_RUR,NR,CH,2011,165.0
RD_RUR,NR,CY,2011,24.0
RD_RUR,NR,CZ,2011,472.0
RD_RUR,NR,DE,2011,2441.0
RD_RUR,NR,DK,2011,139.0
RD_RUR,NR,EE,2011,76.0
RD_RUR,NR,EL,2011,501.0
RD_RUR,NR,ES,2011,1246.0
RD_RUR,NR,FI,2011,207.0
RD_RUR,NR,FR,2011,2599.0
RD_RUR,NR,HR,2011,143.0
RD_RUR,NR,HU,2011,355.0
RD_RUR,NR,IE,2011,139.0
RD_RUR,NR,IS,2011,9.0
RD_RUR,NR,IT,2011,1778.0
RD_RUR,NR,LU,2011,22.0
RD_RUR,NR,LV,2011,126.0
RD_RUR,NR,NL,2011,266.0
RD_RUR,NR,NO,2011,126.0
RD_RUR,NR,PL,2011,2193.0
RD_RUR,NR,PT,2011,320.0
RD_RUR,NR,RO,2011,731.0
RD_RUR,NR,SE,2011,217.0
RD_RUR,NR,SI,2011,74.0
RD_RUR,NR,UK,2011,1216.0
RD_RUR,RT,AT,2011,4.0
RD_RUR,RT,BE,2011,4.2
RD_RUR,RT,BG,2011,5.2
RD_RUR,RT,CH,2011,2.1
RD_RUR,RT,CY,2011,2.8
RD_RUR,RT,CZ,2011,4.5
RD_RUR,RT,DE,2011,3.0
RD_RUR,RT,DK,2011,2.5
RD_RUR,RT,EE,2011,5.7
RD_RUR,RT,EL,2011,4.5
RD_RUR,RT,ES,2011,2.7
RD_RUR,RT,FI,2011,3.8
RD_RUR,RT,FR,2011,4.0
RD_RUR,RT,HR,2011,3.3
RD_RUR,RT,HU,2011,3.6
RD_RUR,RT,IE,2011,3.0
RD_RUR,RT,IS,2011,2.8
RD_RUR,RT,IT,2011,3.0
RD_RUR,RT,LU,2011,4.2
RD_RUR,RT,LV,2011,6.1
RD_RUR,RT,NL,2011,1.6
RD_RUR,RT,NO,2011,2.5
RD_RUR,RT,PL,2011,5.8
RD_RUR,RT,PT,2011,3.0
RD_RUR,RT,RO,2011,3.6
RD_RUR,RT,SE,2011,2.3
RD_RUR,RT,SI,2011,3.6
RD_RUR,RT,UK,2011,1.9
RD_URB,NR,AT,2011,139.0
RD_URB,NR,BE,2011,285.0
RD_URB,NR,BG,2011,235.0
RD_URB,NR,CH,2011,133.0
RD_URB,NR,CY,2011,40.0
RD_URB,NR,CZ,2011,280.0
RD_URB,NR,DE,2011,1115.0
RD_URB,NR,DK,2011,69.0
RD_URB,NR,EE,2011,25.0
RD_URB,NR,EL,2011,559.0
RD_URB,NR,ES,2011,402.0
RD_URB,NR,FI,2011,74.0
RD_URB,NR,FR,2011,1096.0
RD_URB,NR,HR,2011,252.0
RD_URB,NR,HU,2011,234.0
RD_URB,NR,IE,2011,38.0
RD_URB,NR,IS,2011,3.0
RD_URB,NR,IT,2011,1744.0
RD_URB,NR,LU,2011,7.0
RD_URB,NR,LV,2011,53.0
RD_URB,NR,NL,2011,233.0
RD_URB,NR,NO,2011,41.0
RD_URB,NR,PL,2011,1959.0
RD_URB,NR,PT,2011,487.0
RD_URB,NR,RO,2011,1271.0
RD_URB,NR,SE,2011,80.0
RD_URB,NR,SI,2011,47.0
RD_URB,NR,UK,2011,645.0
RD_URB,RT,AT,2011,1.7
RD_URB,RT,BE,2011,2.6
RD_URB,RT,BG,2011,3.2
RD_URB,RT,CH,2011,1.7
RD_URB,RT,CY,2011,4.7
RD_URB,RT,CZ,2011,2.7
RD_URB,RT,DE,2011,1.4
RD_URB,RT,DK,2011,1.2
RD_URB,RT,EE,2011,1.9
RD_URB,RT,EL,2011,5.0
RD_URB,RT,ES,2011,0.9
RD_URB,RT,FI,2011,1.4
RD_URB,RT,FR,2011,1.7
RD_URB,RT,HR,2011,5.9
RD_URB,RT,HU,2011,2.3
RD_URB,RT,IE,2011,0.8
RD_URB,RT,IS,2011,0.9
RD_URB,RT,IT,2011,2.9
RD_URB,RT,LU,2011,1.4
RD_URB,RT,LV,2011,2.6
RD_URB,RT,NL,2011,1.4
RD_URB,RT,NO,2011,0.8
RD_URB,RT,PL,2011,5.1
RD_URB,RT,PT,2011,4.6
RD_URB,RT,RO,2011,6.3
RD_URB,RT,SE,2011,0.8
RD_URB,RT,SI,2011,2.3
RD_URB,RT,UK,2011,1.0
TOTAL,NR,AT,2011,523.0
TOTAL,NR,BE,2011,884.0
TOTAL,NR,BG,2011,656.0
TOTAL,NR,CH,2011,320.0
TOTAL,NR,CY,2011,71.0
TOTAL,NR,CZ,2011,773.0
TOTAL,NR,DE,2011,4009.0
TOTAL,NR,DK,2011,220.0
TOTAL,NR,EE,2011,101.0
TOTAL,NR,EL,2011,1141.0
TOTAL,NR,ES,2011,1983.0
TOTAL,NR,EU27_2020,2011,28671.0
TOTAL,NR,EU28,2011,30668.0
TOTAL,NR,FI,2011,292.0
TOTAL,NR,FR,2011,3963.0
TOTAL,NR,HR,2011,418.0
TOTAL,NR,HU,2011,638.0
TOTAL,NR,IE,2011,186.0
TOTAL,NR,IS,2011,12.0
TOTAL,NR,IT,2011,3860.0
TOTAL,NR,LI,2011,2.0
TOTAL,NR,LT,2011,296.0
TOTAL,NR,LU,2011,33.0
TOTAL,NR,LV,2011,179.0
TOTAL,NR,MT,2011,16.0
TOTAL,NR,NL,2011,546.0
TOTAL,NR,NO,2011,168.0
TOTAL,NR,PL,2011,4189.0
TOTAL,NR,PT,2011,891.0
TOTAL,NR,RO,2011,2018.0
TOTAL,NR,SE,2011,319.0
TOTAL,NR,SI,2011,141.0
TOTAL,NR,SK,2011,325.0
TOTAL,NR,UK,2011,1960.0
TOTAL,RT,AT,2011,6.2
TOTAL,RT,BE,2011,8.0
TOTAL,RT,BG,2011,8.9
TOTAL,RT,CH,2011,4.0
TOTAL,RT,CY,2011,8.3
TOTAL,RT,CZ,2011,7.4
TOTAL,RT,DE,2011,5.0
TOTAL,RT,DK,2011,3.9
TOTAL,RT,EE,2011,7.6
TOTAL,RT,EL,2011,10.3
TOTAL,RT,ES,2011,4.2
TOTAL,RT,EU27_2020,2011,6.5
TOTAL,RT,EU28,2011,6.1
TOTAL,RT,FI,2011,5.4
TOTAL,RT,FR,2011,6.1
TOTAL,RT,HR,2011,9.8
TOTAL,RT,HU,2011,6.4
TOTAL,RT,IE,2011,4.1
TOTAL,RT,IS,2011,3.8
TOTAL,RT,IT,2011,6.5
TOTAL,RT,LI,2011,5.5
TOTAL,RT,LT,2011,9.8
TOTAL,RT,LU,2011,6.4
TOTAL,RT,LV,2011,8.7
TOTAL,RT,MT,2011,3.8
TOTAL,RT,NL,2011,3.3
TOTAL,RT,NO,2011,3.4
TOTAL,RT,PL,2011,11.0
TOTAL,RT,PT,2011,8.4
TOTAL,RT,RO,2011,10.0
TOTAL,RT,SE,2011,3.4
TOTAL,RT,SI,2011,6.9
TOTAL,RT,SK,2011,6.0
TOTAL,RT,UK,2011,3.1
UNK,NR,BE,2011,10.0
UNK,NR,LI,2011,2.0
UNK,NR,LT,2011,296.0
UNK,NR,MT,2011,16.0
UNK,NR,NL,2011,4.0
UNK,NR,NO,2011,1.0
UNK,NR,SE,2011,4.0
UNK,NR,SK,2011,325.0
UNK,RT,BE,2011,0.1
UNK,RT,LI,2011,5.5
UNK,RT,LT,2011,9.8
UNK,RT,MT,2011,3.8
UNK,RT,NL,2011,0.0
UNK,RT,NO,2011,0.0
UNK,RT,SE,2011,0.0
UNK,RT,SK,2011,6.0
MWAY,NR,AT,2012,50.0
MWAY,NR,BE,2012,113.0
MWAY,NR,BG,2012,20.0
MWAY,NR,CH,2012,63.0
MWAY,NR,CY,2012,3.0
MWAY,NR,CZ,2012,22.0
MWAY,NR,DE,2012,387.0
MWAY,NR,DK,2012,8.0
MWAY,NR,EL,2012,57.0
MWAY,NR,ES,2012,297.0
MWAY,NR,FI,2012,13.0
MWAY,NR,FR,2012,222.0
MWAY,NR,HR,2012,42.0
MWAY,NR,HU,2012,31.0
MWAY,NR,IE,2012,5.0
MWAY,NR,IT,2012,330.0
MWAY,NR,LU,2012,7.0
MWAY,NR,NL,2012,68.0
MWAY,NR,PL,2012,44.0
MWAY,NR,PT,2012,58.0
MWAY,NR,RO,2012,17.0
MWAY,NR,SE,2012,16.0
MWAY,NR,SI,2012,20.0
MWAY,NR,UK,2012,84.0
MWAY,RT,AT,2012,0.6
MWAY,RT,BE,2012,1.0
MWAY,RT,BG,2012,0.3
MWAY,RT,CH,2012,0.8
MWAY,RT,CY,2012,0.3
MWAY,RT,CZ,2012,0.2
MWAY,RT,DE,2012,0.5
MWAY,RT,DK,2012,0.1
MWAY,RT,EL,2012,0.5
MWAY,RT,ES,2012,0.6
MWAY,RT,FI,2012,0.2
MWAY,RT,FR,2012,0.3
MWAY,RT,HR,2012,1.0
MWAY,RT,HU,2012,0.3
MWAY,RT,IE,2012,0.1
MWAY,RT,IT,2012,0.6
MWAY,RT,LU,2012,1.3
MWAY,RT,NL,2012,0.4
MWAY,RT,PL,2012,0.1
MWAY,RT,PT,2012,0.6
MWAY,RT,RO,2012,0.1
MWAY,RT,SE,2012,0.2
MWAY,RT,SI,2012,1.0
MWAY,RT,UK,2012,0.1
RD_RUR,NR,AT,2012,330.0
RD_RUR,NR,BE,2012,456.0
RD_RUR,NR,BG,2012,348.0
RD_RUR,NR,CH,2012,151.0
RD_RUR,NR,CY,2012,17.0
RD_RUR,NR,CZ,2012,455.0
RD_RUR,NR,DE,2012,2151.0
RD_RUR,NR,DK,2012,100.0
RD_RUR,NR,EL,2012,432.0
RD_RUR,NR,ES,2012,1139.0
RD_RUR,NR,FI,2012,186.0
RD_RUR,NR,FR,2012,2404.0
RD_RUR,NR,HR,2012,121.0
RD_RUR,NR,HU,2012,364.0
RD_RUR,NR,IE,2012,112.0
RD_RUR,NR,IS,2012,7.0
RD_RUR,NR,IT,2012,1821.0
RD_RUR,NR,LU,2012,20.0
RD_RUR,NR,LV,2012,124.0
RD_RUR,NR,NL,2012,280.0
RD_RUR,NR,PL,2012,1875.0
RD_RUR,NR,PT,2012,263.0
RD_RUR,NR,RO,2012,779.0
RD_RUR,NR,SE,2012,178.0
RD_RUR,NR,SI,2012,68.0
RD_RUR,NR,UK,2012,1086.0
RD_RUR,RT,AT,2012,3.9
RD_RUR,RT,BE,2012,4.1
RD_RUR,RT,BG,2012,4.8
RD_RUR,RT,CH,2012,1.9
RD_RUR,RT,CY,2012,2.0
RD_RUR,RT,CZ,2012,4.3
RD_RUR,RT,DE,2012,2.7
RD_RUR,RT,DK,2012,1.8
RD_RUR,RT,EL,2012,3.9
RD_RUR,RT,ES,2012,2.4
RD_RUR,RT,FI,2012,3.4
RD_RUR,RT,FR,2012,3.7
RD_RUR,RT,HR,2012,2.8
RD_RUR,RT,HU,2012,3.7
RD_RUR,RT,IE,2012,2.4
RD_RUR,RT,IS,2012,2.2
RD_RUR,RT,IT,2012,3.1
RD_RUR,RT,LU,2012,3.8
RD_RUR,RT,LV,2012,6.1
RD_RUR,RT,NL,2012,1.7
RD_RUR,RT,PL,2012,4.9
RD_RUR,RT,PT,2012,2.5
RD_RUR,RT,RO,2012,3.9
RD_RUR,RT,SE,2012,1.9
RD_RUR,RT,SI,2012,3.3
RD_RUR,RT,UK,2012,1.7
RD_URB,NR,AT,2012,151.0
RD_URB,NR,BE,2012,233.0
RD_URB,NR,BG,2012,233.0
RD_URB,NR,CH,2012,125.0
RD_URB,NR,CY,2012,31.0
RD_URB,NR,CZ,2012,265.0
RD_URB,NR,DE,2012,1062.0
RD_URB,NR,DK,2012,59.0
RD_URB,NR,EL,2012,499.0
RD_URB,NR,ES,2012,423.0
RD_URB,NR,FI,2012,56.0
RD_URB,NR,FR,2012,1027.0
RD_URB,NR,HR,2012,230.0
RD_URB,NR,HU,2012,210.0
RD_URB,NR,IE,2012,46.0
RD_URB,NR,IS,2012,2.0
RD_URB,NR,IT,2012,1602.0
RD_URB,NR,LU,2012,7.0
RD_URB,NR,LV,2012,53.0
RD_URB,NR,NL,2012,208.0
RD_URB,NR,PL,2012,1652.0
RD_URB,NR,PT,2012,397.0
RD_URB,NR,RO,2012,1246.0
RD_URB,NR,SE,2012,87.0
RD_URB,NR,SI,2012,42.0
RD_URB,NR,UK,2012,632.0
RD_URB,RT,AT,2012,1.8
RD_URB,RT,BE,2012,2.1
RD_URB,RT,BG,2012,3.2
RD_URB,RT,CH,2012,1.6
RD_URB,RT,CY,2012,3.6
RD_URB,RT,CZ,2012,2.5
RD_URB,RT,DE,2012,1.3
RD_URB,RT,DK,2012,1.1
RD_URB,RT,EL,2012,4.5
RD_URB,RT,ES,2012,0.9
RD_URB,RT,FI,2012,1.0
RD_URB,RT,FR,2012,1.6
RD_URB,RT,HR,2012,5.4
